concurso,data,posicao,numero,valor,tipo_extracao
5146,2021-03-17,5,47858,,regular
5147,2021-03-20,1,09778,,regular
5147,2021-03-20,2,28336,,regular
5147,2021-03-20,3,11755,,regular
5147,2021-03-20,4,57582,,regular
5147,2021-03-20,5,05600,,regular
5148,2021-03-23,1,70114,,regular
5148,2021-03-23,2,40823,,regular
5148,2021-03-23,3,91921,,regular
5148,2021-03-23,4,04094,,regular
5148,2021-03-23,5,27293,,regular
5149,2021-03-26,1,88500,,regular
5149,2021-03-26,2,04670,,regular
5149,2021-03-26,3,20471,,regular
5149,2021-03-26,4,84387,,regular
5149,2021-03-26,5,68855,,regular
5150,2021-03-29,1,12925,,regular
5150,2021-03-29,2,93575,,regular
5150,2021-03-29,3,06653,,regular
5150,2021-03-29,4,53973,,regular
5150,2021-03-29,5,95845,,regular
5151,2021-04-01,1,61931,,regular
5151,2021-04-01,2,80643,,regular
5151,2021-04-01,3,50375,,regular
5151,2021-04-01,4,43746,,regular
5151,2021-04-01,5,86757,,regular
5152,2021-04-04,1,23912,,regular
5152,2021-04-04,2,84269,,regular
5152,2021-04-04,3,86226,,regular
5152,2021-04-04,4,53045,,regular
5152,2021-04-04,5,56182,,regular
5153,2021-04-07,1,86255,,regular
5153,2021-04-07,2,89170,,regular
5153,2021-04-07,3,13622,,regular
5153,2021-04-07,4,11443,,regular
5153,2021-04-07,5,05702,,regular
5154,2021-04-10,1,28310,,regular
5154,2021-04-10,2,19953,,regular
5154,2021-04-10,3,86050,,regular
5154,2021-04-10,4,84405,,regular
5154,2021-04-10,5,17817,,regular
5155,2021-04-13,1,92527,,regular
5155,2021-04-13,2,86681,,regular
5155,2021-04-13,3,76510,,regular
5155,2021-04-13,4,39578,,regular
5155,2021-04-13,5,47813,,regular
5156,2021-04-16,1,66860,,regular
5156,2021-04-16,2,55155,,regular
5156,2021-04-16,3,92509,,regular
5156,2021-04-16,4,34497,,regular
5156,2021-04-16,5,37181,,regular
5157,2021-04-19,1,53867,,regular
5157,2021-04-19,2,24120,,regular
5157,2021-04-19,3,69928,,regular
5157,2021-04-19,4,69355,,regular
5157,2021-04-19,5,86614,,regular
5158,2021-04-22,1,72055,,regular
5158,2021-04-22,2,12009,,regular
5158,2021-04-22,3,00311,,regular
5158,2021-04-22,4,76067,,regular
5158,2021-04-22,5,79155,,regular
5159,2021-04-25,1,92962,,regular
5159,2021-04-25,2,18877,,regular
5159,2021-04-25,3,68123,,regular
5159,2021-04-25,4,99469,,regular
5159,2021-04-25,5,78225,,regular
5160,2021-04-28,1,87013,,regular
5160,2021-04-28,2,78724,,regular
5160,2021-04-28,3,13255,,regular
5160,2021-04-28,4,59512,,regular
5160,2021-04-28,5,85884,,regular
5161,2021-05-01,1,32281,,regular
5161,2021-05-01,2,82171,,regular
5161,2021-05-01,3,72250,,regular
5161,2021-05-01,4,62836,,regular
5161,2021-05-01,5,03860,,regular
5162,2021-05-04,1,48714,,regular
5162,2021-05-04,2,38831,,regular
5162,2021-05-04,3,98685,,regular
5162,2021-05-04,4,61000,,regular
5162,2021-05-04,5,48952,,regular
5163,2021-05-07,1,84920,,regular
5163,2021-05-07,2,97011,,regular
5163,2021-05-07,3,37252,,regular
5163,2021-05-07,4,70582,,regular
5163,2021-05-07,5,73750,,regular
5164,2021-05-10,1,76873,,regular
5164,2021-05-10,2,85492,,regular
5164,2021-05-10,3,44384,,regular
5164,2021-05-10,4,26041,,regular
5164,2021-05-10,5,22175,,regular
5165,2021-05-13,1,05200,,regular
5165,2021-05-13,2,49138,,regular
5165,2021-05-13,3,06866,,regular
5165,2021-05-13,4,76798,,regular
5165,2021-05-13,5,12691,,regular
5166,2021-05-16,1,64334,,regular
5166,2021-05-16,2,48817,,regular
5166,2021-05-16,3,98875,,regular
5166,2021-05-16,4,55230,,regular
5166,2021-05-16,5,86939,,regular
5167,2021-05-19,1,23226,,regular
5167,2021-05-19,2,13726,,regular
5167,2021-05-19,3,86154,,regular
5167,2021-05-19,4,81008,,regular
5167,2021-05-19,5,09546,,regular
5168,2021-05-22,1,30346,,regular
5168,2021-05-22,2,75211,,regular
5168,2021-05-22,3,50291,,regular
5168,2021-05-22,4,17799,,regular
5168,2021-05-22,5,66385,,regular
5169,2021-05-25,1,89080,,regular
5169,2021-05-25,2,93430,,regular
5169,2021-05-25,3,13032,,regular
5169,2021-05-25,4,63977,,regular
5169,2021-05-25,5,68902,,regular
5170,2021-05-28,1,99084,,regular
5170,2021-05-28,2,30373,,regular
5170,2021-05-28,3,82199,,regular
5170,2021-05-28,4,68841,,regular
5170,2021-05-28,5,65212,,regular
5171,2021-05-31,1,43941,,regular
5171,2021-05-31,2,41327,,regular
5171,2021-05-31,3,79262,,regular
5171,2021-05-31,4,82788,,regular
5171,2021-05-31,5,54559,,regular
5172,2021-06-03,1,85012,,regular
5172,2021-06-03,2,35051,,regular
5172,2021-06-03,3,44281,,regular
5172,2021-06-03,4,88616,,regular
5172,2021-06-03,5,63031,,regular
5173,2021-06-06,1,23128,,regular
5173,2021-06-06,2,30838,,regular
5173,2021-06-06,3,13384,,regular
5173,2021-06-06,4,95524,,regular
5173,2021-06-06,5,93422,,regular
5174,2021-06-09,1,06912,,regular
5174,2021-06-09,2,90551,,regular
5174,2021-06-09,3,67603,,regular
5174,2021-06-09,4,93215,,regular
5174,2021-06-09,5,18836,,regular
5175,2021-06-12,1,48367,,regular
5175,2021-06-12,2,05311,,regular
5175,2021-06-12,3,18389,,regular
5175,2021-06-12,4,19289,,regular
5175,2021-06-12,5,85071,,regular
5176,2021-06-15,1,21920,,regular
5176,2021-06-15,2,89844,,regular
5176,2021-06-15,3,89901,,regular
5176,2021-06-15,4,52351,,regular
5176,2021-06-15,5,97563,,regular
5177,2021-06-18,1,23439,,regular
5177,2021-06-18,2,73159,,regular
5177,2021-06-18,3,32640,,regular
5177,2021-06-18,4,66667,,regular
5177,2021-06-18,5,85724,,regular
5178,2021-06-21,1,23939,,regular
5178,2021-06-21,2,63688,,regular
5178,2021-06-21,3,65553,,regular
5178,2021-06-21,4,87635,,regular
5178,2021-06-21,5,00686,,regular
5179,2021-06-24,1,61682,,regular
5179,2021-06-24,2,20416,,regular
5179,2021-06-24,3,36266,,regular
5179,2021-06-24,4,45899,,regular
5179,2021-06-24,5,88696,,regular
5180,2021-06-27,1,66182,,regular
5180,2021-06-27,2,83684,,regular
5180,2021-06-27,3,57509,,regular
5180,2021-06-27,4,29465,,regular
5180,2021-06-27,5,08767,,regular
5181,2021-06-30,1,55951,,regular
5181,2021-06-30,2,97849,,regular
5181,2021-06-30,3,61915,,regular
5181,2021-06-30,4,51945,,regular
5181,2021-06-30,5,41756,,regular
5182,2021-07-03,1,06197,,regular
5182,2021-07-03,2,83606,,regular
5182,2021-07-03,3,56279,,regular
5182,2021-07-03,4,54583,,regular
5182,2021-07-03,5,91385,,regular
5183,2021-07-06,1,11567,,regular
5183,2021-07-06,2,42901,,regular
5183,2021-07-06,3,58118,,regular
5183,2021-07-06,4,60796,,regular
5183,2021-07-06,5,01896,,regular
5184,2021-07-09,1,14634,,regular
5184,2021-07-09,2,04981,,regular
5184,2021-07-09,3,93545,,regular
5184,2021-07-09,4,46226,,regular
5184,2021-07-09,5,47859,,regular
5185,2021-07-12,1,41984,,regular
5185,2021-07-12,2,31236,,regular
5185,2021-07-12,3,91799,,regular
5185,2021-07-12,4,71859,,regular
5185,2021-07-12,5,91087,,regular
5186,2021-07-15,1,88259,,regular
5186,2021-07-15,2,73672,,regular
5186,2021-07-15,3,62403,,regular
5186,2021-07-15,4,95615,,regular
5186,2021-07-15,5,77148,,regular
5187,2021-07-18,1,91119,,regular
5187,2021-07-18,2,44715,,regular
5187,2021-07-18,3,87238,,regular
5187,2021-07-18,4,30613,,regular
5187,2021-07-18,5,04280,,regular
5188,2021-07-21,1,24202,,regular
5188,2021-07-21,2,16602,,regular
5188,2021-07-21,3,85638,,regular
5188,2021-07-21,4,58823,,regular
5188,2021-07-21,5,26520,,regular
5189,2021-07-24,1,88758,,regular
5189,2021-07-24,2,61459,,regular
5189,2021-07-24,3,56173,,regular
5189,2021-07-24,4,83801,,regular
5189,2021-07-24,5,01867,,regular
5190,2021-07-27,1,45637,,regular
5190,2021-07-27,2,85069,,regular
5190,2021-07-27,3,16388,,regular
5190,2021-07-27,4,35280,,regular
5190,2021-07-27,5,46721,,regular
5191,2021-07-30,1,71354,,regular
5191,2021-07-30,2,40731,,regular
5191,2021-07-30,3,88361,,regular
5191,2021-07-30,4,09370,,regular
5191,2021-07-30,5,45350,,regular
5192,2021-08-02,1,26978,,regular
5192,2021-08-02,2,06148,,regular
5192,2021-08-02,3,15479,,regular
5192,2021-08-02,4,73191,,regular
5192,2021-08-02,5,16847,,regular
5193,2021-08-05,1,67776,,regular
5193,2021-08-05,2,01317,,regular
5193,2021-08-05,3,78636,,regular
5193,2021-08-05,4,63709,,regular
5193,2021-08-05,5,67556,,regular
5194,2021-08-08,1,55107,,regular
5194,2021-08-08,2,52388,,regular
5194,2021-08-08,3,92310,,regular
5194,2021-08-08,4,65477,,regular
5194,2021-08-08,5,08403,,regular
5195,2021-08-11,1,24698,,regular
5195,2021-08-11,2,24045,,regular
5195,2021-08-11,3,45755,,regular
5195,2021-08-11,4,30000,,regular
5195,2021-08-11,5,43134,,regular
5196,2021-08-14,1,91485,,regular
5196,2021-08-14,2,54355,,regular
5196,2021-08-14,3,96614,,regular
5196,2021-08-14,4,64002,,regular
5196,2021-08-14,5,15330,,regular
5197,2021-08-17,1,51893,,regular
5197,2021-08-17,2,09600,,regular
5197,2021-08-17,3,47064,,regular
5197,2021-08-17,4,66803,,regular
5197,2021-08-17,5,49226,,regular
5198,2021-08-20,1,13436,,regular
5198,2021-08-20,2,25684,,regular
5198,2021-08-20,3,33706,,regular
5198,2021-08-20,4,11749,,regular
5198,2021-08-20,5,90756,,regular
5199,2021-08-23,1,15866,,regular
5199,2021-08-23,2,48259,,regular
5199,2021-08-23,3,22926,,regular
5199,2021-08-23,4,24906,,regular
5199,2021-08-23,5,10800,,regular
5200,2021-08-26,1,08571,,regular
5200,2021-08-26,2,55345,,regular
5200,2021-08-26,3,84581,,regular
5200,2021-08-26,4,85805,,regular
5200,2021-08-26,5,58785,,regular
5201,2021-08-29,1,95733,,regular
5201,2021-08-29,2,57248,,regular
5201,2021-08-29,3,58638,,regular
5201,2021-08-29,4,93668,,regular
5201,2021-08-29,5,05292,,regular
5202,2021-09-01,1,54344,,regular
5202,2021-09-01,2,06756,,regular
5202,2021-09-01,3,12310,,regular
5202,2021-09-01,4,39206,,regular
5202,2021-09-01,5,66519,,regular
5203,2021-09-04,1,51456,,regular
5203,2021-09-04,2,49338,,regular
5203,2021-09-04,3,95890,,regular
5203,2021-09-04,4,43559,,regular
5203,2021-09-04,5,48205,,regular
5204,2021-09-07,1,45767,,regular
5204,2021-09-07,2,08271,,regular
5204,2021-09-07,3,43661,,regular
5204,2021-09-07,4,79389,,regular
5204,2021-09-07,5,24304,,regular
5205,2021-09-10,1,15871,,regular
5205,2021-09-10,2,03534,,regular
5205,2021-09-10,3,58247,,regular
5205,2021-09-10,4,51358,,regular
5205,2021-09-10,5,65547,,regular
5206,2021-09-13,1,42120,,regular
5206,2021-09-13,2,04321,,regular
5206,2021-09-13,3,26819,,regular
5206,2021-09-13,4,37618,,regular
5206,2021-09-13,5,41428,,regular
5207,2021-09-16,1,92134,,regular
5207,2021-09-16,2,37625,,regular
5207,2021-09-16,3,19884,,regular
5207,2021-09-16,4,41915,,regular
5207,2021-09-16,5,79294,,regular
5208,2021-09-19,1,61825,,regular
5208,2021-09-19,2,47277,,regular
5208,2021-09-19,3,29673,,regular
5208,2021-09-19,4,70043,,regular
5208,2021-09-19,5,98841,,regular
5209,2021-09-22,1,04516,,regular
5209,2021-09-22,2,80692,,regular
5209,2021-09-22,3,61722,,regular
5209,2021-09-22,4,20410,,regular
5209,2021-09-22,5,27261,,regular
5210,2021-09-25,1,43276,,regular
5210,2021-09-25,2,31552,,regular
5210,2021-09-25,3,91782,,regular
5210,2021-09-25,4,62372,,regular
5210,2021-09-25,5,73153,,regular
5211,2021-09-28,1,29050,,regular
5211,2021-09-28,2,40914,,regular
5211,2021-09-28,3,21320,,regular
5211,2021-09-28,4,25806,,regular
5211,2021-09-28,5,60758,,regular
5212,2021-10-01,1,63217,,regular
5212,2021-10-01,2,43361,,regular
5212,2021-10-01,3,62394,,regular
5212,2021-10-01,4,82109,,regular
5212,2021-10-01,5,58579,,regular
5213,2021-10-04,1,60718,,regular
5213,2021-10-04,2,35346,,regular
5213,2021-10-04,3,57194,,regular
5213,2021-10-04,4,94329,,regular
5213,2021-10-04,5,38460,,regular
5214,2021-10-07,1,10397,,regular
5214,2021-10-07,2,85367,,regular
5214,2021-10-07,3,51596,,regular
5214,2021-10-07,4,61077,,regular
5214,2021-10-07,5,12916,,regular
5215,2021-10-10,1,80035,,regular
5215,2021-10-10,2,42218,,regular
5215,2021-10-10,3,50170,,regular
5215,2021-10-10,4,74216,,regular
5215,2021-10-10,5,73898,,regular
5216,2021-10-13,1,80306,,regular
5216,2021-10-13,2,69519,,regular
5216,2021-10-13,3,16949,,regular
5216,2021-10-13,4,30559,,regular
5216,2021-10-13,5,07518,,regular
5217,2021-10-16,1,21104,,regular
5217,2021-10-16,2,91247,,regular
5217,2021-10-16,3,54557,,regular
5217,2021-10-16,4,66746,,regular
5217,2021-10-16,5,58215,,regular
5218,2021-10-19,1,88746,,regular
5218,2021-10-19,2,79890,,regular
5218,2021-10-19,3,35744,,regular
5218,2021-10-19,4,79612,,regular
5218,2021-10-19,5,30810,,regular
5219,2021-10-22,1,38085,,regular
5219,2021-10-22,2,22933,,regular
5219,2021-10-22,3,68193,,regular
5219,2021-10-22,4,31122,,regular
5219,2021-10-22,5,91425,,regular
5220,2021-10-25,1,54688,,regular
5220,2021-10-25,2,96533,,regular
5220,2021-10-25,3,10865,,regular
5220,2021-10-25,4,76446,,regular
5220,2021-10-25,5,50538,,regular
5221,2021-10-28,1,71789,,regular
5221,2021-10-28,2,08280,,regular
5221,2021-10-28,3,48267,,regular
5221,2021-10-28,4,61051,,regular
5221,2021-10-28,5,90992,,regular
5222,2021-10-31,1,82925,,regular
5222,2021-10-31,2,17677,,regular
5222,2021-10-31,3,22051,,regular
5222,2021-10-31,4,45126,,regular
5222,2021-10-31,5,91698,,regular
5223,2021-11-03,1,77058,,regular
5223,2021-11-03,2,16823,,regular
5223,2021-11-03,3,18315,,regular
5223,2021-11-03,4,39886,,regular
5223,2021-11-03,5,54519,,regular
5224,2021-11-06,1,20248,,regular
5224,2021-11-06,2,21012,,regular
5224,2021-11-06,3,59530,,regular
5224,2021-11-06,4,35157,,regular
5224,2021-11-06,5,80851,,regular
5225,2021-11-09,1,30409,,regular
5225,2021-11-09,2,80380,,regular
5225,2021-11-09,3,25714,,regular
5225,2021-11-09,4,38889,,regular
5225,2021-11-09,5,25070,,regular
5226,2021-11-12,1,77080,,regular
5226,2021-11-12,2,77867,,regular
5226,2021-11-12,3,06446,,regular
5226,2021-11-12,4,98324,,regular
5226,2021-11-12,5,40513,,regular
5227,2021-11-15,1,25140,,regular
5227,2021-11-15,2,80099,,regular
5227,2021-11-15,3,58634,,regular
5227,2021-11-15,4,03374,,regular
5227,2021-11-15,5,23711,,regular
5228,2021-11-18,1,20769,,regular
5228,2021-11-18,2,43652,,regular
5228,2021-11-18,3,81611,,regular
5228,2021-11-18,4,87269,,regular
5228,2021-11-18,5,21138,,regular
5229,2021-11-21,1,42701,,regular
5229,2021-11-21,2,05179,,regular
5229,2021-11-21,3,13181,,regular
5229,2021-11-21,4,31899,,regular
5229,2021-11-21,5,05411,,regular
5230,2021-11-24,1,45538,,regular
5230,2021-11-24,2,28249,,regular
5230,2021-11-24,3,10953,,regular
5230,2021-11-24,4,22905,,regular
5230,2021-11-24,5,60533,,regular
5231,2021-11-27,1,57033,,regular
5231,2021-11-27,2,22549,,regular
5231,2021-11-27,3,12386,,regular
5231,2021-11-27,4,72910,,regular
5231,2021-11-27,5,68705,,regular
5232,2021-11-30,1,06648,,regular
5232,2021-11-30,2,79436,,regular
5232,2021-11-30,3,86123,,regular
5232,2021-11-30,4,31070,,regular
5232,2021-11-30,5,85781,,regular
5233,2021-12-03,1,13372,,regular
5233,2021-12-03,2,54322,,regular
5233,2021-12-03,3,20417,,regular
5233,2021-12-03,4,31131,,regular
5233,2021-12-03,5,88067,,regular
5234,2021-12-06,1,40220,,regular
5234,2021-12-06,2,22390,,regular
5234,2021-12-06,3,59056,,regular
5234,2021-12-06,4,16757,,regular
5234,2021-12-06,5,76270,,regular
5235,2021-12-09,1,48338,,regular
5235,2021-12-09,2,96718,,regular
5235,2021-12-09,3,52404,,regular
5235,2021-12-09,4,02955,,regular
5235,2021-12-09,5,80672,,regular
5236,2021-12-12,1,63896,,regular
5236,2021-12-12,2,40752,,regular
5236,2021-12-12,3,56780,,regular
5236,2021-12-12,4,56606,,regular
5236,2021-12-12,5,95096,,regular
5237,2021-12-15,1,78776,,regular
5237,2021-12-15,2,20935,,regular
5237,2021-12-15,3,74645,,regular
5237,2021-12-15,4,18836,,regular
5237,2021-12-15,5,25223,,regular
5238,2021-12-18,1,29992,,regular
5238,2021-12-18,2,39238,,regular
5238,2021-12-18,3,97518,,regular
5238,2021-12-18,4,88083,,regular
5238,2021-12-18,5,57807,,regular
5239,2021-12-21,1,66292,,regular
5239,2021-12-21,2,19170,,regular
5239,2021-12-21,3,89061,,regular
5239,2021-12-21,4,77010,,regular
5239,2021-12-21,5,92059,,regular
5240,2021-12-24,1,25865,,regular
5240,2021-12-24,2,20821,,regular
5240,2021-12-24,3,69393,,regular
5240,2021-12-24,4,22107,,regular
5240,2021-12-24,5,30460,,regular
5241,2021-12-27,1,65354,,regular
5241,2021-12-27,2,97629,,regular
5241,2021-12-27,3,15558,,regular
5241,2021-12-27,4,12379,,regular
5241,2021-12-27,5,39668,,regular
5242,2021-12-30,1,82332,,regular
5242,2021-12-30,2,23228,,regular
5242,2021-12-30,3,91854,,regular
5242,2021-12-30,4,02137,,regular
5242,2021-12-30,5,65384,,regular
5243,2022-01-02,1,94242,,regular
5243,2022-01-02,2,82188,,regular
5243,2022-01-02,3,87616,,regular
5243,2022-01-02,4,53105,,regular
5243,2022-01-02,5,30317,,regular
5244,2022-01-05,1,72419,,regular
5244,2022-01-05,2,83585,,regular
5244,2022-01-05,3,30374,,regular
5244,2022-01-05,4,81318,,regular
5244,2022-01-05,5,56597,,regular
5245,2022-01-08,1,94117,,regular
5245,2022-01-08,2,10223,,regular
5245,2022-01-08,3,35160,,regular
5245,2022-01-08,4,32964,,regular
5245,2022-01-08,5,73618,,regular
5246,2022-01-11,1,38938,,regular
5246,2022-01-11,2,34866,,regular
5246,2022-01-11,3,30942,,regular
5246,2022-01-11,4,19853,,regular
5246,2022-01-11,5,80914,,regular
5247,2022-01-14,1,26779,,regular
5247,2022-01-14,2,24921,,regular
5247,2022-01-14,3,01160,,regular
5247,2022-01-14,4,86529,,regular
5247,2022-01-14,5,93292,,regular
5248,2022-01-17,1,11865,,regular
5248,2022-01-17,2,53746,,regular
5248,2022-01-17,3,67231,,regular
5248,2022-01-17,4,39648,,regular
5248,2022-01-17,5,63999,,regular
5249,2022-01-20,1,09306,,regular
5249,2022-01-20,2,24315,,regular
5249,2022-01-20,3,60937,,regular
5249,2022-01-20,4,42362,,regular
5249,2022-01-20,5,66159,,regular
5250,2022-01-23,1,09442,,regular
5250,2022-01-23,2,57155,,regular
5250,2022-01-23,3,71373,,regular
5250,2022-01-23,4,40648,,regular
5250,2022-01-23,5,12562,,regular
5251,2022-01-26,1,99701,,regular
5251,2022-01-26,2,59098,,regular
5251,2022-01-26,3,83507,,regular
5251,2022-01-26,4,03198,,regular
5251,2022-01-26,5,18536,,regular
5252,2022-01-29,1,34742,,regular
5252,2022-01-29,2,43796,,regular
5252,2022-01-29,3,16678,,regular
5252,2022-01-29,4,57809,,regular
5252,2022-01-29,5,98102,,regular
5253,2022-02-01,1,95948,,regular
5253,2022-02-01,2,61311,,regular
5253,2022-02-01,3,39636,,regular
5253,2022-02-01,4,15250,,regular
5253,2022-02-01,5,91301,,regular
5254,2022-02-04,1,64888,,regular
5254,2022-02-04,2,62892,,regular
5254,2022-02-04,3,45978,,regular
5254,2022-02-04,4,48856,,regular
5254,2022-02-04,5,16308,,regular
5255,2022-02-07,1,30249,,regular
5255,2022-02-07,2,46977,,regular
5255,2022-02-07,3,92035,,regular
5255,2022-02-07,4,33357,,regular
5255,2022-02-07,5,35048,,regular
5256,2022-02-10,1,75256,,regular
5256,2022-02-10,2,69081,,regular
5256,2022-02-10,3,12093,,regular
5256,2022-02-10,4,13565,,regular
5256,2022-02-10,5,01204,,regular
5257,2022-02-13,1,84400,,regular
5257,2022-02-13,2,93542,,regular
5257,2022-02-13,3,45449,,regular
5257,2022-02-13,4,49045,,regular
5257,2022-02-13,5,59009,,regular
5258,2022-02-16,1,58646,,regular
5258,2022-02-16,2,50777,,regular
5258,2022-02-16,3,19736,,regular
5258,2022-02-16,4,23381,,regular
5258,2022-02-16,5,31493,,regular
5259,2022-02-19,1,23519,,regular
5259,2022-02-19,2,85018,,regular
5259,2022-02-19,3,88500,,regular
5259,2022-02-19,4,43560,,regular
5259,2022-02-19,5,27130,,regular
5260,2022-02-22,1,94519,,regular
5260,2022-02-22,2,59390,,regular
5260,2022-02-22,3,99065,,regular
5260,2022-02-22,4,18827,,regular
5260,2022-02-22,5,88507,,regular
5261,2022-02-25,1,71880,,regular
5261,2022-02-25,2,31962,,regular
5261,2022-02-25,3,96575,,regular
5261,2022-02-25,4,56139,,regular
5261,2022-02-25,5,48745,,regular
5262,2022-02-28,1,49492,,regular
5262,2022-02-28,2,21100,,regular
5262,2022-02-28,3,33865,,regular
5262,2022-02-28,4,75109,,regular
5262,2022-02-28,5,48003,,regular
5263,2022-03-03,1,51838,,regular
5263,2022-03-03,2,70068,,regular
5263,2022-03-03,3,92072,,regular
5263,2022-03-03,4,56730,,regular
5263,2022-03-03,5,90082,,regular
5264,2022-03-06,1,85499,,regular
5264,2022-03-06,2,00741,,regular
5264,2022-03-06,3,92647,,regular
5264,2022-03-06,4,30272,,regular
5264,2022-03-06,5,62230,,regular
5265,2022-03-09,1,29551,,regular
5265,2022-03-09,2,88327,,regular
5265,2022-03-09,3,78355,,regular
5265,2022-03-09,4,30090,,regular
5265,2022-03-09,5,20285,,regular
5266,2022-03-12,1,78521,,regular
5266,2022-03-12,2,45074,,regular
5266,2022-03-12,3,58301,,regular
5266,2022-03-12,4,93488,,regular
5266,2022-03-12,5,80156,,regular
5267,2022-03-15,1,41985,,regular
5267,2022-03-15,2,93227,,regular
5267,2022-03-15,3,00490,,regular
5267,2022-03-15,4,85536,,regular
5267,2022-03-15,5,61112,,regular
5268,2022-03-18,1,44141,,regular
5268,2022-03-18,2,59524,,regular
5268,2022-03-18,3,87560,,regular
5268,2022-03-18,4,07098,,regular
5268,2022-03-18,5,31120,,regular
5269,2022-03-21,1,02995,,regular
5269,2022-03-21,2,34015,,regular
5269,2022-03-21,3,17468,,regular
5269,2022-03-21,4,35502,,regular
5269,2022-03-21,5,23899,,regular
5270,2022-03-24,1,64425,,regular
5270,2022-03-24,2,23894,,regular
5270,2022-03-24,3,87782,,regular
5270,2022-03-24,4,85633,,regular
5270,2022-03-24,5,20865,,regular
5271,2022-03-27,1,31713,,regular
5271,2022-03-27,2,69558,,regular
5271,2022-03-27,3,16422,,regular
5271,2022-03-27,4,22685,,regular
5271,2022-03-27,5,84454,,regular
5272,2022-03-30,1,36242,,regular
5272,2022-03-30,2,52600,,regular
5272,2022-03-30,3,71704,,regular
5272,2022-03-30,4,62182,,regular
5272,2022-03-30,5,07377,,regular
5273,2022-04-02,1,50026,,regular
5273,2022-04-02,2,73830,,regular
5273,2022-04-02,3,54969,,regular
5273,2022-04-02,4,34032,,regular
5273,2022-04-02,5,90964,,regular
5274,2022-04-05,1,86583,,regular
5274,2022-04-05,2,42605,,regular
5274,2022-04-05,3,17710,,regular
5274,2022-04-05,4,09838,,regular
5274,2022-04-05,5,30433,,regular
5275,2022-04-08,1,97069,,regular
5275,2022-04-08,2,57430,,regular
5275,2022-04-08,3,85088,,regular
5275,2022-04-08,4,39606,,regular
5275,2022-04-08,5,12095,,regular
5276,2022-04-11,1,48029,,regular
5276,2022-04-11,2,22012,,regular
5276,2022-04-11,3,54715,,regular
5276,2022-04-11,4,36407,,regular
5276,2022-04-11,5,59936,,regular
5277,2022-04-14,1,71232,,regular
5277,2022-04-14,2,97415,,regular
5277,2022-04-14,3,63090,,regular
5277,2022-04-14,4,81152,,regular
5277,2022-04-14,5,05279,,regular
5278,2022-04-17,1,07258,,regular
5278,2022-04-17,2,31348,,regular
5278,2022-04-17,3,19429,,regular
5278,2022-04-17,4,60857,,regular
5278,2022-04-17,5,56101,,regular
5279,2022-04-20,1,30024,,regular
5279,2022-04-20,2,13492,,regular
5279,2022-04-20,3,67842,,regular
5279,2022-04-20,4,64792,,regular
5279,2022-04-20,5,05337,,regular
5280,2022-04-23,1,81418,,regular
5280,2022-04-23,2,81504,,regular
5280,2022-04-23,3,48950,,regular
5280,2022-04-23,4,17204,,regular
5280,2022-04-23,5,25299,,regular
5281,2022-04-26,1,29112,,regular
5281,2022-04-26,2,02604,,regular
5281,2022-04-26,3,90257,,regular
5281,2022-04-26,4,08641,,regular
5281,2022-04-26,5,09489,,regular
5282,2022-04-29,1,66912,,regular
5282,2022-04-29,2,70498,,regular
5282,2022-04-29,3,66077,,regular
5282,2022-04-29,4,62951,,regular
5282,2022-04-29,5,70454,,regular
5283,2022-05-02,1,82126,,regular
5283,2022-05-02,2,65083,,regular
5283,2022-05-02,3,38149,,regular
5283,2022-05-02,4,83640,,regular
5283,2022-05-02,5,25128,,regular
5284,2022-05-05,1,42505,,regular
5284,2022-05-05,2,51417,,regular
5284,2022-05-05,3,82284,,regular
5284,2022-05-05,4,85047,,regular
5284,2022-05-05,5,26058,,regular
5285,2022-05-08,1,67682,,regular
5285,2022-05-08,2,81553,,regular
5285,2022-05-08,3,27988,,regular
5285,2022-05-08,4,25227,,regular
5285,2022-05-08,5,04575,,regular
5286,2022-05-11,1,86990,,regular
5286,2022-05-11,2,88819,,regular
5286,2022-05-11,3,67728,,regular
5286,2022-05-11,4,25422,,regular
5286,2022-05-11,5,82092,,regular
5287,2022-05-14,1,39231,,regular
5287,2022-05-14,2,36652,,regular
5287,2022-05-14,3,61663,,regular
5287,2022-05-14,4,37609,,regular
5287,2022-05-14,5,17952,,regular
5288,2022-05-17,1,70630,,regular
5288,2022-05-17,2,51260,,regular
5288,2022-05-17,3,42041,,regular
5288,2022-05-17,4,16565,,regular
5288,2022-05-17,5,32409,,regular
5289,2022-05-20,1,20005,,regular
5289,2022-05-20,2,10091,,regular
5289,2022-05-20,3,48774,,regular
5289,2022-05-20,4,83082,,regular
5289,2022-05-20,5,30490,,regular
5290,2022-05-23,1,47810,,regular
5290,2022-05-23,2,13940,,regular
5290,2022-05-23,3,80863,,regular
5290,2022-05-23,4,57412,,regular
5290,2022-05-23,5,07362,,regular
5291,2022-05-26,1,93376,,regular
5291,2022-05-26,2,98483,,regular
5291,2022-05-26,3,02710,,regular
5291,2022-05-26,4,48489,,regular
5291,2022-05-26,5,80492,,regular
5292,2022-05-29,1,99335,,regular
5292,2022-05-29,2,74000,,regular
5292,2022-05-29,3,05493,,regular
5292,2022-05-29,4,84951,,regular
5292,2022-05-29,5,81672,,regular
5293,2022-06-01,1,51214,,regular
5293,2022-06-01,2,95119,,regular
5293,2022-06-01,3,98218,,regular
5293,2022-06-01,4,44440,,regular
